norad,name,pool,n_tle,n_plotted,i_mean_deg,lambda_crit,is_resonant,resonance_year,n_crossings,decay_year,first_year,last_year,note,csv_path
7249,SL-12 R/B(AUX MOTOR),expanded180,109,109,47.1008,4166.8396,0,,0,1976.8747,1974.2425,1976.7574,,data_fullpool/obj_7249.csv
7325,EXPLORER 52 (HAWKEYE),expanded180,25,25,85.1971,10499.7311,0,,0,1978.3258,1976.1629,1978.0931,,data_fullpool/obj_7325.csv
8414,SL-12 R/B(AUX MOTOR),expanded180,93,93,46.9396,3877.8896,0,,0,1978.1615,1975.8214,1978.1034,,data_fullpool/obj_8414.csv
8415,SL-12 R/B(AUX MOTOR),expanded180,117,117,47.0077,4006.3718,0,,0,1978.7912,1975.8311,1978.1378,,data_fullpool/obj_8415.csv
9540,SL-12 R/B(AUX MOTOR),expanded180,25,25,46.9238,3846.5426,0,,0,1977.4825,1976.8501,1977.4466,,data_fullpool/obj_9540.csv
10276,SL-12 R/B(AUX MOTOR),expanded180,22,22,46.8064,3589.9476,0,,0,1978.4244,1977.6279,1978.3147,,data_fullpool/obj_10276.csv
10277,SL-12 R/B(AUX MOTOR),expanded180,5,5,47.0132,4016.2708,0,,0,1978.2272,1977.6389,1977.7236,,data_fullpool/obj_10277.csv
10370,PROGNOZ 6,expanded180,1776,800,70.2266,10424.7803,0,,0,2019.0404,1977.7237,2019.0418,inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_10370.csv
10408,SL-12 R/B(AUX MOTOR),expanded180,7,7,47.1070,4177.0081,0,,0,1978.3258,1977.7702,1978.1882,,data_fullpool/obj_10408.csv
10484,SL-12 R/B(AUX MOTOR),expanded180,7,7,46.9052,3808.6409,0,,0,1978.4600,1977.8789,1978.4131,,data_fullpool/obj_10484.csv
11801,SL-12 R/B(AUX MOTOR),expanded180,22,22,47.1584,4258.8404,0,,0,1981.0308,1980.1920,1980.4216,,data_fullpool/obj_11801.csv
11802,SL-12 R/B(AUX MOTOR),expanded180,98,98,46.9878,3970.0167,0,,0,1982.2847,1980.1921,1980.7717,,data_fullpool/obj_11802.csv
11859,SL-12 R/B(AUX MOTOR),expanded180,45,45,47.0268,4040.7187,0,,0,1981.0335,1980.4678,1980.8788,,data_fullpool/obj_11859.csv
11860,SL-12 R/B(AUX MOTOR),expanded180,76,76,46.9732,3942.6791,0,,0,1982.2190,1980.4568,1981.1496,,data_fullpool/obj_11860.csv
11914,SL-12 R/B(AUX MOTOR),expanded180,65,65,47.0354,4055.8963,0,,0,1982.2984,1980.5770,1980.9762,,data_fullpool/obj_11914.csv
11923,SL-12 R/B(AUX MOTOR),expanded180,59,59,46.9997,3991.8966,0,,0,1981.2498,1980.6044,1980.9680,,data_fullpool/obj_11923.csv
12012,SL-12 R/B(AUX MOTOR),expanded180,47,47,47.2717,4426.1739,0,,0,1981.2471,1980.7631,1980.9782,,data_fullpool/obj_12012.csv
12013,SL-12 R/B(AUX MOTOR),expanded180,54,54,47.2165,4346.6695,0,,0,1982.4490,1980.7667,1981.2108,,data_fullpool/obj_12013.csv
12116,PROGNOZ 8,expanded180,5,5,65.8300,10076.8830,0,,0,1984.9897,1980.9795,1980.9795,,data_fullpool/obj_12116.csv
12396,SL-12 R/B(AUX MOTOR),expanded180,18,18,47.2349,4373.6534,0,,0,1981.7454,1981.2736,1981.4431,,data_fullpool/obj_12396.csv
12603,SL-12 R/B(AUX MOTOR),expanded180,6,6,47.0146,4018.8020,0,,0,1982.2847,1981.5544,1981.8445,,data_fullpool/obj_12603.csv
12633,SL-12 R/B(AUX MOTOR),expanded180,34,34,47.0224,4032.7986,0,,0,1982.2984,1981.5906,1981.9857,,data_fullpool/obj_12633.csv
12634,SL-12 R/B(AUX MOTOR),expanded180,10,10,47.0823,4136.1637,0,,0,1982.2847,1981.5795,1981.9147,,data_fullpool/obj_12634.csv
12902,SL-12 R/B(AUX MOTOR),expanded180,45,45,47.0972,4160.8786,0,,0,1982.3614,1981.7818,1982.2718,,data_fullpool/obj_12902.csv
13099,SL-12 R/B(AUX MOTOR),expanded180,25,25,47.3232,4497.2777,0,,0,1983.7002,1982.2042,1982.4225,,data_fullpool/obj_13099.csv
13218,SL-12 R/B(AUX MOTOR),expanded180,42,42,47.1930,4311.6147,0,,0,1983.7002,1982.3993,1982.7200,,data_fullpool/obj_13218.csv
13584,SL-12 R/B(AUX MOTOR),expanded180,3,3,47.4675,4682.6815,0,,0,1983.7002,1982.7158,1982.7373,,data_fullpool/obj_13584.csv
13644,SL-12 R/B(AUX MOTOR),expanded180,27,27,47.1573,4257.0273,0,,0,1983.3826,1982.8460,1983.2759,,data_fullpool/obj_13644.csv
13675,SL-12 R/B(AUX MOTOR),expanded180,10,10,47.2404,4381.6091,0,,0,1984.4531,1982.9149,1983.0259,,data_fullpool/obj_13675.csv
13676,SL-12 R/B(AUX MOTOR),expanded180,63,63,46.9374,3873.4896,0,,0,1983.7769,1982.9149,1983.4635,,data_fullpool/obj_13676.csv
13885,SL-12 R/B(AUX MOTOR),expanded180,183,183,46.9359,3870.6558,0,,0,1986.2464,1983.2274,1985.7629,,data_fullpool/obj_13885.csv
13913,SL-12 R/B(AUX MOTOR),expanded180,2270,800,25.7000,10818.9387,1,1984.8340,1,1980.0917,1976.4394,1988.1757,inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_13913.csv
13980,SL-12 R/B(AUX MOTOR),expanded180,43,43,47.2142,4343.3654,0,,0,1984.4531,1983.2716,1983.7299,,data_fullpool/obj_13980.csv
14166,SL-12 R/B(AUX MOTOR),expanded180,62,62,46.8876,3771.8998,0,,0,1984.1410,1983.4987,1983.9409,,data_fullpool/obj_14166.csv
14789,SL-12 R/B(AUX MOTOR),expanded180,32,32,47.4452,4655.2664,0,,0,1988.1081,1984.1711,1984.4555,,data_fullpool/obj_14789.csv
14828,SL-12 R/B(AUX MOTOR),expanded180,170,170,47.0554,4090.6438,0,,0,1987.3060,1984.2093,1986.7849,,data_fullpool/obj_14828.csv
14829,SL-12 R/B(AUX MOTOR),expanded180,191,191,47.0508,4082.7091,0,,0,1986.8186,1984.2093,1986.7405,,data_fullpool/obj_14829.csv
14945,SL-12 R/B(AUX MOTOR),expanded180,42,42,47.0923,4152.9072,0,,0,1986.8186,1984.3084,1984.7131,,data_fullpool/obj_14945.csv
15160,SL-12 R/B(AUX MOTOR),expanded180,150,150,47.0886,4146.7690,0,,0,1987.6099,1984.5941,1987.2010,,data_fullpool/obj_15160.csv
15577,SL-12 R/B(AUX MOTOR),expanded180,25,25,47.2545,4401.8221,0,,0,1986.8186,1985.1438,1985.5281,,data_fullpool/obj_15577.csv
15632,SL-12 R/B(AUX MOTOR),expanded180,23,23,47.2585,4407.4879,0,,0,1986.5969,1985.2252,1985.7808,,data_fullpool/obj_15632.csv
15633,SL-12 R/B(AUX MOTOR),expanded180,19,19,47.2610,4411.1069,0,,0,1986.0520,1985.2276,1985.7150,,data_fullpool/obj_15633.csv
15664,SL-6 R/B(2),expanded180,5,5,64.9874,9991.1233,0,,0,1993.9945,1985.3163,1985.3163,,data_fullpool/obj_15664.csv
16670,SL-12 R/B(AUX MOTOR),expanded180,23,23,47.2793,4436.9035,0,,0,1986.8186,1986.2577,1986.5533,,data_fullpool/obj_16670.csv
16733,SL-12 R/B(AUX MOTOR),expanded180,54,54,46.6555,3171.8537,0,,0,1987.2238,1986.3966,1988.7734,inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_16733.csv
17149,SL-12 R/B(AUX MOTOR),expanded180,8,8,47.3041,4471.2226,0,,0,1987.3498,1986.8902,1986.9071,,data_fullpool/obj_17149.csv
17709,SL-12 R/B(AUX MOTOR),expanded180,13,13,47.3913,4587.1110,0,,0,1987.9110,1987.2204,1987.4587,,data_fullpool/obj_17709.csv
17710,SL-12 R/B(AUX MOTOR),expanded180,50,50,47.1754,4284.9373,0,,0,1987.7440,1987.2204,1987.5586,,data_fullpool/obj_17710.csv
17909,SL-12 R/B(AUX MOTOR),expanded180,10,10,64.9750,9989.8161,0,,0,1987.6099,1987.3115,1987.3456,,data_fullpool/obj_17909.csv
18111,SL-12 R/B(AUX MOTOR),expanded180,383,383,47.5246,4751.0821,0,,0,1990.1615,1987.4511,1989.7205,,data_fullpool/obj_18111.csv
18447,SL-12 R/B(AUX MOTOR),expanded180,110,110,47.0456,4073.5869,0,,0,1988.2697,1987.8238,1988.2687,,data_fullpool/obj_18447.csv
18448,SL-12 R/B(AUX MOTOR),expanded180,96,96,47.1442,4236.5451,0,,0,1988.6804,1987.8238,1988.2174,,data_fullpool/obj_18448.csv
18528,SL-12 R/B(AUX MOTOR),expanded180,147,147,58.2894,9036.9960,0,,0,1979.9274,1987.6421,1988.6662,inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_18528.csv
18635,SL-12 R/B(AUX MOTOR),expanded180,69,69,47.0832,4137.7254,0,,0,1991.3443,1987.9504,1988.3450,,data_fullpool/obj_18635.csv
18636,SL-12 R/B(AUX MOTOR),expanded180,89,89,47.0492,4079.8252,0,,0,1989.5072,1987.9496,1988.6609,,data_fullpool/obj_18636.csv
19036,SL-12 R/B(AUX MOTOR),expanded180,31,31,47.1364,4224.2988,0,,0,1989.0910,1988.2494,1988.7732,,data_fullpool/obj_19036.csv
19037,SL-12 R/B(AUX MOTOR),expanded180,20,20,47.2872,4447.9837,0,,0,1988.9405,1988.2518,1988.5024,,data_fullpool/obj_19037.csv
19082,SL-12 R/B(AUX MOTOR),expanded180,19,19,47.2694,4422.9570,0,,0,1989.0773,1988.3211,1988.8112,,data_fullpool/obj_19082.csv
19083,SL-12 R/B(AUX MOTOR),expanded180,11,11,47.3721,4562.2647,0,,0,1989.0198,1988.3224,1988.4757,,data_fullpool/obj_19083.csv
19093,SL-12 R/B(AUX MOTOR),expanded180,20,20,46.9460,3890.4685,0,,0,1989.1704,1988.3512,1988.7384,,data_fullpool/obj_19093.csv
20354,SL-12 R/B,expanded180,237,237,76.4491,10660.1235,0,,0,1999.5606,1989.9261,1999.5515,,data_fullpool/obj_20354.csv
20372,SL-12 R/B(AUX MOTOR),expanded180,103,103,47.0092,4009.0969,0,,0,1990.4271,1989.9574,1990.4038,,data_fullpool/obj_20372.csv
21024,SL-12 R/B(AUX MOTOR),expanded180,85,85,46.9960,3985.0973,0,,0,1991.5770,1991.0041,1991.3951,,data_fullpool/obj_21024.csv
21739,SL-12 R/B(AUX MOTOR),expanded180,17,17,47.3536,4537.9637,0,,0,1992.2697,1991.7596,1992.1268,,data_fullpool/obj_21739.csv
21740,SL-12 R/B(AUX MOTOR),expanded180,51,51,47.1818,4294.7681,0,,0,1992.3381,1991.8018,1992.2378,,data_fullpool/obj_21740.csv
21764,SL-12 R/B(AUX MOTOR),expanded180,72,72,47.1571,4256.8107,0,,0,1992.2888,1991.8162,1992.2257,,data_fullpool/obj_21764.csv
23635,SL-6 R/B(2),expanded180,8,8,64.8433,9975.7950,0,,0,2000.8665,1995.5854,2000.8507,,data_fullpool/obj_23635.csv
27542,SL-12 R/B(2),expanded180,1059,800,84.3606,10541.5058,0,,0,2010.8378,2002.7919,2010.8288,,data_fullpool/obj_27542.csv
27963,SL-12 DEB,expanded180,319,319,65.2490,10018.4581,0,,0,2005.1020,2003.7550,2004.9731,,data_fullpool/obj_27963.csv
27967,SL-12 DEB,expanded180,237,237,65.7231,10066.3659,0,,0,2006.5339,2003.7566,2004.8927,,data_fullpool/obj_27967.csv
28001,SL-12 DEB,expanded180,4,4,65.2106,10014.4814,0,,0,2003.7851,2003.7167,2003.8805,inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_28001.csv
28260,SL-12 DEB,expanded180,444,444,65.1987,10013.2479,0,,0,2009.6934,2004.3925,2007.0319,,data_fullpool/obj_28260.csv
28680,SL-12 DEB,expanded180,44,44,63.7048,9847.6095,0,,0,2007.9411,2005.3600,2005.7990,,data_fullpool/obj_28680.csv
28681,SL-12 DEB,expanded180,3,3,67.1829,10201.2286,0,,0,2005.4771,2005.3411,2005.4666,,data_fullpool/obj_28681.csv
29025,SL-12 DEB,expanded180,4,4,46.5259,2650.3309,0,,0,2008.8912,2006.2610,2006.4350,,data_fullpool/obj_29025.csv
29462,SL-12 DEB,expanded180,145,145,65.3115,10024.8864,1,2010.4300,1,2012.7543,2006.7239,2010.4709,,data_fullpool/obj_29462.csv
29473,SL-12 DEB,expanded180,94,94,65.5961,10053.7367,0,,0,2011.6865,2006.6932,2010.0741,,data_fullpool/obj_29473.csv
34201,SL-12 DEB,expanded180,165,165,47.2544,4401.7197,0,,0,2013.6824,2009.1054,2013.6100,,data_fullpool/obj_34201.csv
39461,FALCON 9 R/B,expanded180,60,60,18.5549,11584.7831,0,,0,2014.3258,2013.9264,2014.3249,Falcon 9 -- active deorbit/passivation burns possible (drag-only model may not apply),data_fullpool/obj_39461.csv
39501,FALCON 9 R/B,expanded180,76,76,20.6462,11392.6446,1,2014.4041,1,2014.4025,2014.0145,2014.4041,Falcon 9 -- active deorbit/passivation burns possible (drag-only model may not apply); inconsistent SATCAT decay date (< last tracked TLE epoch),data_fullpool/obj_39501.csv
